"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"1",-0.528194370248712,0.961575849761548,-1.39488331561436,-0.453076665246942,-0.243630468705684,-0.470786886978649,-0.383565908329197,0.558099865353179,1.28823990093249,-0.618869158591879,-0.959945795360622,5
"2",-0.298454064766851,1.96682714765076,-1.39488331561436,0.0434025666399855,0.223805180496855,0.909029197324053,0.653459366293272,0.0282519293458652,-0.719708141622149,0.180784808752295,-0.584594225308564,5
"3",-0.298454064766851,1.29665961572462,-1.18863999214426,-0.169374247025841,0.0963227307143442,-0.07655372003502,0.244934258108663,0.134221516547316,-0.331073036611575,-0.0191286830837489,-0.584594225308564,5
"4",1.65433853182897,-1.38401051197995,1.49252321296699,-0.453076665246942,-0.264877543669435,0.120562863436795,0.433484308040021,0.66406945255463,-0.9787982116292,-0.485593497367851,-0.584594225308564,6
"5",-0.528194370248712,0.961575849761548,-1.39488331561436,-0.453076665246942,-0.243630468705684,-0.470786886978649,-0.383565908329197,0.558099865353179,1.28823990093249,-0.618869158591879,-0.959945795360622,5
"6",-0.528194370248712,0.738186672452834,-1.39488331561436,-0.524002269802217,-0.264877543669435,-0.273670303506835,-0.195015858397839,0.558099865353179,1.28823990093249,-0.618869158591879,-0.959945795360622,5
"7",-0.241018988396386,0.403102906489763,-1.08551833040921,-0.665853478912768,-0.392359993451946,-0.07655372003502,0.402059299718128,-0.183687245057096,-0.0719829666045242,-1.28524746471202,-0.959945795360622,5
"8",-0.585629446619177,0.682339378125656,-1.39488331561436,-0.949555897133869,-0.477348293306953,-0.07655372003502,-0.792091016513805,-1.13741352987021,0.510969690911342,-1.21860963410001,-0.396918440282535,7
"9",-0.298454064766851,0.291408317835406,-1.29176165387931,-0.382151060691666,-0.307371693596939,-0.667903470450464,-0.886366041479484,0.0282519293458652,0.316652138406052,-0.552231327979865,-0.866107902847608,7
"10",-0.470759293878247,-0.155370036782022,0.46130659561651,2.52579872607462,-0.349865843524442,0.120562863436795,1.75333465755953,0.558099865353179,0.251879620904291,0.980438776096469,0.0722710222825375,5
"11",-0.930239904841969,0.291408317835406,-0.982396668674165,-0.524002269802217,0.202558105533103,-0.07655372003502,0.590609349649486,-0.448611213060723,-0.20152800160805,-0.752144819815908,-1.14762158038665,5
"12",-0.470759293878247,-0.155370036782022,0.46130659561651,2.52579872607462,-0.349865843524442,0.120562863436795,1.75333465755953,0.558099865353179,0.251879620904291,0.980438776096469,0.0722710222825375,5
"13",-1.56202574491709,0.486873847980531,-1.39488331561436,-0.665853478912768,0.0325815058230892,0.0220045717008874,0.402059299718128,-1.29636791067245,1.74164752344483,-0.885420481039938,-0.49075633279555,5
"14",-0.298454064766851,0.458950200816941,0.100380779543841,-0.665853478912768,0.563758379916883,-0.667903470450464,-0.540690949938662,0.346160690950218,-0.331073036611575,-0.352317836143822,-1.24145947289967,5
"15",0.333331775308267,0.51479749514412,-0.466788359998924,0.894509821303289,1.88107702766949,3.57010307419355,3.10461001540092,0.981978214159041,-0.9787982116292,1.51354142099258,-1.14762158038665,5
"16",0.333331775308267,0.51479749514412,-0.4152275291314,0.965435425858564,1.75359457788698,3.47154478245764,3.1988850403666,0.981978214159041,-0.914025694127439,1.84673057405266,-1.14762158038665,5
"17",0.103591469826405,-1.38401051197995,1.49252321296699,-0.524002269802217,0.0963227307143442,1.89461211468313,1.78475966588142,0.0812367229465906,-0.0719829666045242,0.647249623036396,0.0722710222825375,7
"18",-0.126148835655456,0.179713729181049,0.0488199486763174,-0.594927874357492,5.96051542070982,0.0220045717008874,0.307784274752449,0.0282519293458652,-1.30266079913802,4.17905464547317,-1.05378368787364,5
"19",-0.528194370248712,0.347255612162584,-0.982396668674165,1.32006344863494,-0.0311597190681663,-0.963578345658186,-0.540690949938662,0.346160690950218,0.446197173409578,-1.01869614226397,-1.33529736541268,4
"20",-0.241018988396386,-1.16062133467124,1.23471905862937,-0.524002269802217,5.38684439668853,0.120562863436795,0.307784274752449,0.0812367229465906,-1.75606842165035,2.84629803323288,-1.14762158038665,6
"21",0.333331775308267,-1.71909427794302,1.0800365660268,-0.524002269802217,-0.222383393741932,1.30326236426768,0.433484308040021,0.0282519293458652,0.510969690911342,-0.818782650427923,-0.959945795360622,6
"22",-0.413324217507782,-0.769690274380986,0.20350244127889,-0.169374247025841,-0.116148018923173,0.711912613852239,0.779159399580844,0.770039039756081,1.35301241843426,-0.0191286830837489,-0.67843211782158,5
"23",-0.241018988396386,-0.546301097072272,-0.312105867396352,-0.665853478912768,0.393781780206869,-0.569345178714557,-0.289290883363518,-0.0777176578555858,-0.914025694127439,1.71345491282863,-0.866107902847608,5
"24",0.103591469826405,-0.211217331109201,-0.827714176071593,-0.169374247025841,-0.0736538689956696,-0.667903470450464,0.653459366293272,0.0282519293458652,-0.914025694127439,-0.818782650427923,-0.959945795360622,5
"25",-0.815369752101038,-0.713842980053807,-0.67303168346902,-0.0984486424705652,-0.0524067940319178,0.514796030380424,-0.195015858397839,0.0282519293458652,0.770059760918393,-0.152404344307778,-0.67843211782158,6
"26",-1.15998021032383,-0.769690274380986,-0.569910021733972,-0.807704688023318,-0.158642168850677,-0.470786886978649,-0.729240999870019,-0.660550387463625,0.187107103402527,-0.618869158591879,-1.05378368787364,5
"27",-0.413324217507782,-0.657995685726629,-0.157423374793779,-0.524002269802217,-0.158642168850677,-1.16069492913,-1.10634109973273,-0.289656832258546,-0.20152800160805,-0.418955666755836,-0.866107902847608,5
"28",-0.241018988396386,-0.546301097072272,-0.312105867396352,-0.665853478912768,0.393781780206869,-0.569345178714557,-0.289290883363518,-0.0777176578555858,-0.914025694127439,1.71345491282863,-0.866107902847608,5
"29",-0.700499599360108,1.01742314408873,-1.39488331561436,-0.453076665246942,-0.158642168850677,-0.175112011770927,-0.352140900007304,0.240191103748767,1.02914983092544,-0.685506989203894,-0.959945795360622,5
"30",-0.298454064766851,0.654415730962066,-1.39488331561436,-0.382151060691666,-0.116148018923173,-0.766461762186371,-0.94921605812327,-0.183687245057096,0.446197173409578,-0.418955666755836,-0.584594225308564,6
"31",-0.930239904841969,0.821957613943602,-1.03395749954169,-0.0984486424705652,0.0325815058230892,0.120562863436795,1.12483449112167,-0.501596006661448,0.251879620904291,-0.752144819815908,-0.303080547769521,5
"32",-0.815369752101038,0.877804908270781,-1.39488331561436,-0.0275230379152899,0.372534705243117,0.613354322116331,-0.289290883363518,-0.0777176578555858,0.96437731342368,-0.552231327979865,0.166108914795552,6
"33",-0.0112786829145246,0.710263025289245,-0.776153345204068,-0.169374247025841,-0.0949009439594213,-0.07655372003502,2.09900974910035,-0.0777176578555858,-0.914025694127439,0.0475091475282657,-0.584594225308564,5
"34",-0.815369752101038,0.431026553653352,-0.776153345204068,5.78837653561728,-0.307371693596939,2.38740357336266,1.15625949944356,1.35287176936412,0.899604795921919,-0.885420481039938,-0.959945795360622,6
"35",-1.79176605039895,-1.16062133467124,-0.105862543926255,-0.524002269802217,0.330040555315614,-0.273670303506835,0.119234224821091,-0.554580800262174,0.446197173409578,-0.685506989203894,-1.14762158038665,5
"36",-0.298454064766851,0.654415730962066,-1.39488331561436,2.10024509874297,-0.0311597190681663,-1.06213663739409,-0.886366041479484,0.981978214159041,0.575742208413104,-0.685506989203894,-0.772270010334594,6
"37",-0.298454064766851,0.403102906489763,-0.67303168346902,-0.0984486424705652,-0.0311597190681663,-1.25925322086591,-0.980641066445163,0.399145484551002,0.705287243416629,-0.352317836143822,0.353784699821582,6
"38",-0.126148835655456,-0.825537568708164,0.0488199486763174,-0.311225456136391,-0.456101218343201,-0.273670303506835,-0.509265941616769,0.0282519293458652,-0.525390589116862,0.513973961812367,-0.67843211782158,7
"39",-1.50459066854662,3.36300950583022,-0.930835837806641,-0.736779083468043,1.79608872781448,-0.865020053922279,-0.854941033157591,-1.45532229147457,1.22346738343073,-1.151971803488,-0.584594225308564,4
"40",-0.585629446619177,-0.434606508417915,0.46130659561651,2.38394751696407,-0.286124618633187,-0.372228595242742,1.28195953273113,0.558099865353179,0.122334585900766,1.18035226793251,0.0722710222825375,5
"41",-0.585629446619177,-0.434606508417915,0.46130659561651,2.38394751696407,-0.286124618633187,-0.372228595242742,1.28195953273113,0.558099865353179,0.122334585900766,1.18035226793251,0.0722710222825375,5
"42",0.275896698937801,0.458950200816941,0.151941610411365,0.185253775750536,0.0113344308593375,0.120562863436795,-0.00646580846648084,0.452130278151728,-0.331073036611575,-0.952058311651952,-1.05378368787364,4
"43",-0.470759293878247,-0.211217331109201,-0.363666698263876,0.0434025666399855,5.19562072201476,-0.766461762186371,-1.01206607476706,0.0282519293458652,-0.654935624120388,1.64681708221661,0.0722710222825375,6
"44",-0.126148835655456,0.738186672452834,-0.260545036528827,-0.240299851581116,-0.392359993451946,-0.667903470450464,-0.729240999870019,0.0282519293458652,-0.0719829666045242,3.64595200057705,-0.115404762743491,5
"45",-0.872804828471503,0.794033966780013,-1.29176165387931,-0.524002269802217,-0.796054417763229,-1.06213663739409,-1.10634109973273,-0.289656832258546,1.09392234842721,-0.885420481039938,-0.866107902847608,5
"46",-2.13637650862174,-0.043675448127665,-0.621470852601496,-0.311225456136391,-0.711066117908222,-0.766461762186371,0.590609349649486,-1.77323105307904,3.81436808350124,-0.618869158591879,2.51205622762092,4
"47",-0.355889141137316,2.27398726645024,0.822232411689179,-0.240299851581116,0.563758379916883,0.613354322116331,2.13043475742224,0.134221516547316,-0.395845554113337,0.513973961812367,-1.14762158038665,5
"48",0.218461622567335,-1.32816321765277,1.2862798894969,-0.665853478912768,0.542511304953131,-0.372228595242742,-0.289290883363518,0.0812367229465906,-0.395845554113337,-0.485593497367851,-0.866107902847608,5
"49",-1.10254513395336,-0.713842980053807,-0.208984205661303,-0.665853478912768,-0.456101218343201,-1.06213663739409,-1.07491609141084,-0.501596006661448,0.187107103402527,-0.618869158591879,-1.14762158038665,5
"50",-1.56202574491709,-1.21646862899841,0.512867426484034,-0.807704688023318,-0.286124618633187,-0.372228595242742,1.56478460762817,-0.713535181064409,0.0575620683990014,-0.485593497367851,-1.14762158038665,5
"51",0.275896698937801,0.738186672452834,-0.0543017130587309,-0.594927874357492,-0.286124618633187,-1.16069492913,-0.729240999870019,0.187206310148042,-1.04357072913096,0.580611792424381,-1.14762158038665,5
"52",-0.987674981212434,-0.043675448127665,-1.18863999214426,-0.240299851581116,-0.392359993451946,-0.766461762186371,-0.980641066445163,-0.607565593862899,0.575742208413104,-0.152404344307778,-0.959945795360622,6
"53",-0.987674981212434,-0.155370036782022,-1.18863999214426,-0.311225456136391,-0.413607068415697,-0.963578345658186,-1.01206607476706,-0.660550387463625,0.510969690911342,-0.0857665136957635,-0.959945795360622,6
"54",0.16102654619687,-0.825537568708164,0.46130659561651,0.327104984861087,-0.137395093886925,1.40182065600359,2.28755979903171,0.134221516547316,-0.719708141622149,-0.618869158591879,-0.959945795360622,5
